# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment
#
# total peaks = 16799
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 182
# genome size = 2000000000
# Total tags = 1635265.0
# Total tags in peaks = 549406.0
# Approximate IP efficiency = 33.60%
# tags per bp = 0.000800
# expected tags per peak = 0.400
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 126776
#
# input tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment -o /home/81841b21-3124-4bba-b3f3-563705705a5b/module_out/mouse_heart_H3K4me3_rep2.homer.txt -i /home/81841b21-3124-4bba-b3f3-563705705a5b/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr7-7206	chr7	80260453	80262525	+	281.3	2072.000	5.000000	46.0	1.7	27.72	4.71e-49	0.94
chr7-5281	chr7	130518727	130520414	+	281.3	1687.000	8.000000	46.0	0.8	55.44	1.48e-62	0.91
chr7-2303	chr7	131409757	131411122	+	281.3	1365.000	15.000000	46.0	0.8	55.44	1.48e-62	0.92
chr8-3201	chr8	3515147	3517492	+	281.3	2345.000	10.000000	46.0	1.7	27.72	4.71e-49	0.92
chr8-3968	chr8	13158624	13160376	+	281.3	1752.000	8.000000	46.0	0.8	55.44	1.48e-62	1.06
chr8-5362	chr8	35825515	35827134	+	281.3	1619.000	5.000000	46.0	0.4	110.88	3.19e-76	0.93
chr8-4219	chr8	105224486	105226267	+	281.3	1781.000	8.000000	46.0	1.7	27.72	4.71e-49	0.94
chr8-2578	chr8	125012607	125013775	+	281.3	1168.000	13.000000	46.0	0.4	110.88	3.19e-76	1.03
chr9-3300	chr9	21615435	21617604	+	281.3	2169.000	10.000000	46.0	0.8	55.44	1.48e-62	0.93
chr9-1918	chr9	23222459	23223918	+	281.3	1459.000	15.000000	46.0	0.4	110.88	3.19e-76	0.98
chr9-866	chr9	26999013	27000803	+	281.3	1790.000	21.000000	46.0	1.7	27.72	4.71e-49	0.92
chr9-3016	chr9	31279977	31282058	+	281.3	2081.000	11.000000	46.0	0.8	55.44	1.48e-62	0.99
chr9-3324	chr9	31385662	31387144	+	281.3	1482.000	10.000000	46.0	0.8	55.44	1.48e-62	0.97
chr9-3690	chr9	44733500	44735584	+	281.3	2084.000	9.000000	46.0	1.7	27.72	4.71e-49	0.93
chr9-3060	chr9	46272764	46274132	+	281.3	1368.000	11.000000	46.0	0.8	55.44	1.48e-62	0.97
chr9-1974	chr9	53383720	53384998	+	281.3	1278.000	15.000000	46.0	0.4	110.88	3.19e-76	0.94
chr9-4585	chr9	58487823	58490084	+	281.3	2261.000	7.000000	46.0	0.4	110.88	3.19e-76	0.91
chr9-3407	chr9	59290847	59292322	+	281.3	1475.000	10.000000	46.0	0.4	110.88	3.19e-76	0.93
chr9-3099	chr9	63376851	63378609	+	281.3	1758.000	11.000000	46.0	0.8	55.44	1.48e-62	0.94
chr9-2504	chr9	63398437	63399974	+	281.3	1537.000	13.000000	46.0	2.5	18.48	2.64e-41	0.91
chr9-2032	chr9	70207103	70208498	+	281.3	1395.000	15.000000	46.0	3.3	13.86	6.55e-36	0.98
chr9-2549	chr9	73038996	73040581	+	281.3	1585.000	13.000000	46.0	0.4	110.88	3.19e-76	0.98
chr9-3133	chr9	73113090	73114450	+	281.3	1360.000	11.000000	46.0	2.5	18.48	2.64e-41	0.98
chr9-1417	chr9	88521950	88523758	+	281.3	1808.000	18.000000	46.0	0.8	55.44	1.48e-62	0.89
chr9-5950	chr9	107984147	107986271	+	281.3	2124.000	5.000000	46.0	0.8	55.44	1.48e-62	0.91
chr9-2673	chr9	121856697	121858735	+	281.3	2038.000	13.000000	46.0	1.7	27.72	4.71e-49	0.91
chr10-4875	chr10	12963542	12964905	+	281.3	1363.000	5.000000	46.0	2.5	18.48	2.64e-41	0.94
chr10-4433	chr10	30599665	30601344	+	281.3	1679.000	6.000000	46.0	0.8	55.44	1.48e-62	0.94
chr10-1588	chr10	41476005	41477488	+	281.3	1483.000	16.000000	46.0	1.7	27.72	4.71e-49	0.94
chr10-4965	chr10	41488850	41490933	+	281.3	2083.000	5.000000	46.0	2.5	18.48	2.64e-41	0.93
chr10-3298	chr10	53750238	53751709	+	281.3	1471.000	9.000000	46.0	0.4	110.88	3.19e-76	1.05
chr10-3694	chr10	62448963	62450648	+	281.3	1685.000	8.000000	46.0	0.8	55.44	1.48e-62	0.98
chr10-3383	chr10	80053446	80055513	+	281.3	2067.000	9.000000	46.0	2.5	18.48	2.64e-41	0.92
chr10-2816	chr10	81292809	81294401	+	281.3	1592.000	11.000000	46.0	0.4	110.88	3.19e-76	0.94
chr10-1895	chr10	85386871	85388905	+	281.3	2034.000	15.000000	46.0	1.7	27.72	4.71e-49	0.91
chr10-5280	chr10	88145774	88147569	+	281.3	1795.000	5.000000	46.0	0.4	110.88	3.19e-76	0.98
chr10-4714	chr10	93453018	93454742	+	281.3	1724.000	6.000000	46.0	1.7	27.72	4.71e-49	0.94
chr10-2160	chr10	127069285	127071157	+	281.3	1872.000	14.000000	46.0	1.7	27.72	4.71e-49	0.91
chr11-7575	chr11	21369642	21371640	+	281.3	1998.000	6.000000	46.0	0.4	110.88	3.19e-76	0.92
chr11-5122	chr11	46055723	46057849	+	281.3	2126.000	10.000000	46.0	0.8	55.44	1.48e-62	0.83
chr11-2966	chr11	47988099	47989771	+	281.3	1672.000	15.000000	46.0	0.8	55.44	1.48e-62	0.98
chr11-8511	chr11	51648962	51651463	+	281.3	2501.000	5.000000	46.0	1.7	27.72	4.71e-49	0.99
chr11-1189	chr11	51999692	52001044	+	281.3	1352.000	22.000000	46.0	0.4	110.88	3.19e-76	0.93
chr11-6345	chr11	57644114	57646306	+	281.3	2192.000	8.000000	46.0	0.8	55.44	1.48e-62	0.85
chr11-2074	chr11	58937936	58939266	+	281.3	1330.000	18.000000	46.0	0.8	55.44	1.48e-62	1.01
chr11-3005	chr11	59449541	59451293	+	281.3	1752.000	15.000000	46.0	1.7	27.72	4.71e-49	0.94
chr11-5341	chr11	84179464	84181138	+	281.3	1674.000	10.000000	46.0	1.7	27.72	4.71e-49	0.93
chr11-9032	chr11	98026122	98028259	+	281.3	2137.000	5.000000	46.0	1.7	27.72	4.71e-49	0.94
chr11-7338	chr11	102228922	102230784	+	281.3	1862.000	7.000000	46.0	2.5	18.48	2.64e-41	0.94
chr11-9162	chr11	102696735	102698557	+	281.3	1822.000	5.000000	46.0	0.8	55.44	1.48e-62	0.94
chr11-7357	chr11	103131668	103133055	+	281.3	1387.000	7.000000	46.0	1.7	27.72	4.71e-49	0.94
chr11-5554	chr11	119490760	119492552	+	281.3	1792.000	10.000000	46.0	1.7	27.72	4.71e-49	0.94
chr11-4516	chr11	120712923	120714593	+	281.3	1670.000	12.000000	46.0	0.8	55.44	1.48e-62	0.99
chr12-1745	chr12	4592546	4593993	+	281.3	1447.000	12.000000	46.0	2.5	18.48	2.64e-41	0.94
chr12-1979	chr12	17881454	17883056	+	281.3	1602.000	11.000000	46.0	1.7	27.72	4.71e-49	0.98
chr12-2964	chr12	32819609	32821386	+	281.3	1777.000	7.000000	46.0	2.5	18.48	2.64e-41	0.99
chr12-2751	chr12	59130419	59132509	+	281.3	2090.000	8.000000	46.0	0.8	55.44	1.48e-62	0.87
chr12-2550	chr12	85218900	85220379	+	281.3	1479.000	9.000000	46.0	0.8	55.44	1.48e-62	0.94
chr13-3666	chr13	23463581	23466218	+	281.3	2637.000	6.000000	46.0	2.5	18.48	2.64e-41	0.91
chr13-3732	chr13	36116549	36118587	+	281.3	2038.000	6.000000	46.0	0.8	55.44	1.48e-62	0.91
chr13-3103	chr13	75707341	75708915	+	281.3	1574.000	8.000000	46.0	0.8	55.44	1.48e-62	0.93
chr13-4432	chr13	100102916	100104406	+	281.3	1490.000	5.000000	46.0	0.4	110.88	3.19e-76	0.97
chr13-2268	chr13	104227675	104229677	+	281.3	2002.000	11.000000	46.0	1.7	27.72	4.71e-49	0.89
chr13-1802	chr13	119690055	119691624	+	281.3	1569.000	13.000000	46.0	1.7	27.72	4.71e-49	0.98
chr14-1330	chr14	17659939	17661675	+	281.3	1736.000	14.000000	46.0	0.8	55.44	1.48e-62	0.92
chr14-798	chr14	26969765	26971166	+	281.3	1401.000	18.000000	46.0	1.7	27.72	4.71e-49	0.93
chr14-2585	chr14	28508856	28511598	+	281.3	2742.000	8.000000	46.0	2.5	18.48	2.64e-41	0.83
chr14-1087	chr14	51912812	51914668	+	281.3	1856.000	16.000000	46.0	0.8	55.44	1.48e-62	0.99
chr14-3620	chr14	52102608	52104793	+	281.3	2185.000	5.000000	46.0	0.4	110.88	3.19e-76	0.94
chr14-1092	chr14	52278804	52280333	+	281.3	1529.000	16.000000	46.0	3.3	13.86	6.55e-36	0.92
chr14-2016	chr14	78724547	78726105	+	281.3	1558.000	11.000000	46.0	1.7	27.72	4.71e-49	0.98
chr14-2279	chr14	119098660	119099944	+	281.3	1284.000	10.000000	46.0	1.7	27.72	4.71e-49	0.94
chr15-1632	chr15	4026262	4027851	+	281.3	1589.000	13.000000	46.0	0.8	55.44	1.48e-62	0.98
chr15-2332	chr15	5143364	5144885	+	281.3	1521.000	10.000000	46.0	0.8	55.44	1.48e-62	0.98
chr15-1878	chr15	27629800	27631104	+	281.3	1304.000	12.000000	46.0	0.4	110.88	3.19e-76	1.01
chr15-3518	chr15	35936657	35938254	+	281.3	1597.000	6.000000	46.0	1.7	27.72	4.71e-49	0.99
chr15-2434	chr15	76326724	76328675	+	281.3	1951.000	10.000000	46.0	0.8	55.44	1.48e-62	0.98
chr15-66	chr15	81663948	81665113	+	281.3	1165.000	33.000000	46.0	0.8	55.44	1.48e-62	0.93
chr15-3022	chr15	83349351	83350894	+	281.3	1543.000	8.000000	46.0	1.7	27.72	4.71e-49	0.98
chr15-3719	chr15	86184563	86186515	+	281.3	1952.000	6.000000	46.0	1.7	27.72	4.71e-49	0.93
chr15-3049	chr15	89059132	89060810	+	281.3	1678.000	8.000000	46.0	0.8	55.44	1.48e-62	0.94
chr15-3742	chr15	89314128	89315962	+	281.3	1834.000	6.000000	46.0	0.8	55.44	1.48e-62	0.94
chr15-1803	chr15	93335841	93337932	+	281.3	2091.000	13.000000	46.0	0.8	55.44	1.48e-62	0.91
chr15-4365	chr15	102623924	102626117	+	281.3	2193.000	5.000000	46.0	1.7	27.72	4.71e-49	0.92
chr16-1204	chr16	11322522	11324256	+	281.3	1734.000	14.000000	46.0	1.7	27.72	4.71e-49	0.90
chr16-2031	chr16	13902090	13903623	+	281.3	1533.000	9.000000	46.0	0.4	110.88	3.19e-76	0.98
chr16-1565	chr16	30599472	30601579	+	281.3	2107.000	12.000000	46.0	0.8	55.44	1.48e-62	0.91
chr16-1572	chr16	32332001	32333290	+	281.3	1289.000	12.000000	46.0	0.8	55.44	1.48e-62	0.94
chr16-1749	chr16	33250783	33252254	+	281.3	1471.000	11.000000	46.0	0.8	55.44	1.48e-62	0.94
chr16-1006	chr16	38562555	38563741	+	281.3	1186.000	16.000000	46.0	2.5	18.48	2.64e-41	0.94
chr16-698	chr16	58670037	58671291	+	281.3	1254.000	19.000000	46.0	0.8	55.44	1.48e-62	0.94
chr16-1037	chr16	87495089	87496765	+	281.3	1676.000	16.000000	46.0	3.3	13.86	6.55e-36	0.88
chr16-101	chr16	90726839	90728296	+	281.3	1457.000	30.000000	46.0	0.4	110.88	3.19e-76	0.90
chr17-3543	chr17	25867529	25869027	+	281.3	1498.000	8.000000	46.0	2.5	18.48	2.64e-41	0.93
chr17-3237	chr17	29006984	29008670	+	281.3	1686.000	9.000000	46.0	0.8	55.44	1.48e-62	0.94
chr17-2956	chr17	32349353	32350956	+	281.3	1603.000	10.000000	46.0	2.5	18.48	2.64e-41	0.93
chr17-4446	chr17	33823573	33825466	+	281.3	1893.000	6.000000	46.0	1.7	27.72	4.71e-49	0.91
chr17-2479	chr17	50508606	50510288	+	281.3	1682.000	12.000000	46.0	0.4	110.88	3.19e-76	0.93
chr17-2794	chr17	74315525	74317089	+	281.3	1564.000	11.000000	46.0	0.8	55.44	1.48e-62	0.93
chr17-2017	chr17	78936283	78937937	+	281.3	1654.000	14.000000	46.0	0.4	110.88	3.19e-76	0.93
chr17-4193	chr17	79019607	79021248	+	281.3	1641.000	7.000000	46.0	0.4	110.88	3.19e-76	0.97
chr18-708	chr18	23751821	23753810	+	281.3	1989.000	17.000000	46.0	0.8	55.44	1.48e-62	0.90
chr18-648	chr18	36280563	36282044	+	281.3	1481.000	18.000000	46.0	0.4	110.88	3.19e-76	0.98
chr18-1442	chr18	58835999	58838208	+	281.3	2209.000	12.000000	46.0	0.8	55.44	1.48e-62	0.88
chr18-2243	chr18	60525452	60527459	+	281.3	2007.000	8.000000	46.0	0.8	55.44	1.48e-62	0.98
chr18-2045	chr18	67774077	67776056	+	281.3	1979.000	9.000000	46.0	2.5	18.48	2.64e-41	0.91
chr19-3047	chr19	5770188	5771773	+	281.3	1585.000	6.000000	46.0	1.7	27.72	4.71e-49	0.94
chr19-2295	chr19	8871087	8872671	+	281.3	1584.000	9.000000	46.0	1.7	27.72	4.71e-49	0.94
chr19-1855	chr19	8988939	8990972	+	281.3	2033.000	11.000000	46.0	0.4	110.88	3.19e-76	0.92
chr19-2309	chr19	10688273	10690070	+	281.3	1797.000	9.000000	46.0	1.7	27.72	4.71e-49	0.93
chr19-1078	chr19	10895103	10896605	+	281.3	1502.000	16.000000	46.0	0.4	110.88	3.19e-76	0.98
chr19-2351	chr19	29811874	29813718	+	281.3	1844.000	9.000000	46.0	0.8	55.44	1.48e-62	0.94
chr19-3549	chr19	31082442	31084130	+	281.3	1688.000	5.000000	46.0	0.4	110.88	3.19e-76	0.97
chr19-3576	chr19	36918087	36919880	+	281.3	1793.000	5.000000	46.0	2.5	18.48	2.64e-41	0.94
chr19-3187	chr19	38053955	38055998	+	281.3	2043.000	6.000000	46.0	1.7	27.72	4.71e-49	0.93
chr19-1014	chr19	55253369	55255084	+	281.3	1715.000	17.000000	46.0	1.7	27.72	4.71e-49	0.93
chr1-4127	chr1	34010995	34013147	+	275.2	2152.000	8.000000	45.0	1.7	27.12	1.31e-47	0.92
chr1-6246	chr1	42694161	42697736	+	275.2	3575.000	4.000000	45.0	3.3	13.56	9.09e-35	0.85
chr1-5606	chr1	52118734	52120235	+	275.2	1501.000	5.000000	45.0	2.5	18.08	4.88e-40	0.94
chr1-2161	chr1	55237064	55238653	+	275.2	1589.000	14.000000	45.0	2.5	18.08	4.88e-40	0.92
chr1-5112	chr1	66700552	66702259	+	275.2	1707.000	6.000000	45.0	2.5	18.08	4.88e-40	0.98
chr1-3132	chr1	93685379	93686927	+	275.2	1548.000	11.000000	45.0	5.0	9.04	1.51e-27	0.98
chr1-4761	chr1	125559949	125562039	+	275.2	2090.000	7.000000	45.0	0.8	54.23	8.21e-61	0.90
chr1-5864	chr1	134360813	134362460	+	275.2	1647.000	5.000000	45.0	0.4	108.47	3.53e-74	0.94
chr1-5465	chr1	184844730	184846669	+	275.2	1939.000	6.000000	45.0	1.7	27.12	1.31e-47	0.94
chr1-4957	chr1	185203199	185204917	+	275.2	1718.000	7.000000	45.0	0.4	108.47	3.53e-74	0.92
chr1-4494	chr1	186748170	186750140	+	275.2	1970.000	8.000000	45.0	0.8	54.23	8.21e-61	0.91
chr1-1876	chr1	191325744	191327226	+	275.2	1482.000	16.000000	45.0	2.5	18.08	4.88e-40	0.92
chr1-2377	chr1	191821095	191822303	+	275.2	1208.000	14.000000	45.0	0.4	108.47	3.53e-74	1.01
chr2-6891	chr2	14073190	14075228	+	275.2	2038.000	6.000000	45.0	0.4	108.47	3.53e-74	0.93
chr2-7663	chr2	15054453	15056459	+	275.2	2006.000	5.000000	45.0	2.5	18.08	4.88e-40	0.93
chr2-4155	chr2	23155294	23157196	+	275.2	1902.000	11.000000	45.0	0.4	108.47	3.53e-74	0.89
chr2-4197	chr2	30844882	30846293	+	275.2	1411.000	11.000000	45.0	1.7	27.12	1.31e-47	1.02
chr2-3789	chr2	31151861	31153348	+	275.2	1487.000	12.000000	45.0	1.7	27.12	1.31e-47	0.94
chr2-3793	chr2	31759589	31761797	+	275.2	2208.000	12.000000	45.0	1.7	27.12	1.31e-47	0.91
chr2-7011	chr2	32235325	32237431	+	275.2	2106.000	6.000000	45.0	0.8	54.23	8.21e-61	0.91
chr2-1906	chr2	34870313	34872001	+	275.2	1688.000	18.000000	45.0	0.8	54.23	8.21e-61	0.87
chr2-4277	chr2	70660758	70662807	+	275.2	2049.000	11.000000	45.0	0.8	54.23	8.21e-61	0.92
chr2-5838	chr2	79635073	79636887	+	275.2	1814.000	8.000000	45.0	2.5	18.08	4.88e-40	1.02
chr2-1950	chr2	84669753	84671209	+	275.2	1456.000	18.000000	45.0	0.8	54.23	8.21e-61	0.94
chr2-7182	chr2	84826484	84828204	+	275.2	1720.000	6.000000	45.0	0.8	54.23	8.21e-61	0.94
chr2-4811	chr2	93187344	93189033	+	275.2	1689.000	10.000000	45.0	0.8	54.23	8.21e-61	0.98
chr2-7242	chr2	103969469	103971177	+	275.2	1708.000	6.000000	45.0	4.1	10.85	9.28e-31	0.93
chr2-5343	chr2	110017295	110018550	+	275.2	1255.000	9.000000	45.0	0.8	54.23	8.21e-61	0.97
chr2-8165	chr2	119034272	119036044	+	275.2	1772.000	5.000000	45.0	1.7	27.12	1.31e-47	0.94
chr2-691	chr2	119594263	119595899	+	275.2	1636.000	25.000000	45.0	0.8	54.23	8.21e-61	0.92
chr2-501	chr2	120970013	120971264	+	275.2	1251.000	27.000000	45.0	1.7	27.12	1.31e-47	0.92
chr2-3548	chr2	121806100	121807888	+	275.2	1788.000	13.000000	45.0	0.8	54.23	8.21e-61	0.93
chr2-3192	chr2	125858160	125859824	+	275.2	1664.000	14.000000	45.0	1.7	27.12	1.31e-47	0.87
chr2-8248	chr2	130283334	130284864	+	275.2	1530.000	5.000000	45.0	0.4	108.47	3.53e-74	0.97
chr2-6011	chr2	132251790	132253948	+	275.2	2158.000	8.000000	45.0	1.7	27.12	1.31e-47	0.89
chr2-7486	chr2	157133812	157135642	+	275.2	1830.000	6.000000	45.0	0.4	108.47	3.53e-74	0.98
chr2-3648	chr2	157203674	157205317	+	275.2	1643.000	13.000000	45.0	0.8	54.23	8.21e-61	0.93
chr2-9790	chr2	163643757	163645344	+	275.2	1587.000	4.000000	45.0	0.8	54.23	8.21e-61	0.93
chr2-8487	chr2	167660082	167662302	+	275.2	2220.000	5.000000	45.0	1.7	27.12	1.31e-47	0.93
chr2-4109	chr2	181580750	181582213	+	275.2	1463.000	12.000000	45.0	0.8	54.23	8.21e-61	1.04
chr3-2754	chr3	20154112	20155563	+	275.2	1451.000	10.000000	45.0	1.7	27.12	1.31e-47	0.97
chr3-4254	chr3	54806418	54808395	+	275.2	1977.000	6.000000	45.0	0.8	54.23	8.21e-61	0.94
chr3-4892	chr3	89714436	89716008	+	275.2	1572.000	5.000000	45.0	0.4	108.47	3.53e-74	0.98
chr3-2325	chr3	94974125	94975687	+	275.2	1562.000	12.000000	45.0	2.5	18.08	4.88e-40	0.93
chr3-4428	chr3	96219264	96222081	+	275.2	2817.000	6.000000	45.0	4.1	10.85	9.28e-31	0.75
chr3-4029	chr3	104510959	104512519	+	275.2	1560.000	7.000000	45.0	1.7	27.12	1.31e-47	0.93
chr4-1539	chr4	41313930	41315223	+	275.2	1293.000	18.000000	45.0	0.8	54.23	8.21e-61	1.01
chr4-6251	chr4	44166229	44168702	+	275.2	2473.000	5.000000	45.0	0.4	108.47	3.53e-74	0.91
chr4-3854	chr4	45407876	45409505	+	275.2	1629.000	10.000000	45.0	0.8	54.23	8.21e-61	0.94
chr4-2228	chr4	49520355	49522021	+	275.2	1666.000	15.000000	45.0	2.5	18.08	4.88e-40	0.99
chr4-3150	chr4	59002848	59004253	+	275.2	1405.000	12.000000	45.0	0.8	54.23	8.21e-61	0.94
chr4-3151	chr4	59188915	59190618	+	275.2	1703.000	12.000000	45.0	0.8	54.23	8.21e-61	0.93
chr4-3936	chr4	103118928	103120349	+	275.2	1421.000	10.000000	45.0	0.8	54.23	8.21e-61	0.94
chr4-1453	chr4	128993169	128994543	+	275.2	1374.000	19.000000	45.0	0.8	54.23	8.21e-61	0.93
chr4-113	chr4	155803626	155804708	+	275.2	1082.000	35.000000	45.0	1.7	27.12	1.31e-47	0.93
chr5-3839	chr5	5693317	5694847	+	275.2	1530.000	10.000000	45.0	0.8	54.23	8.21e-61	0.98
chr5-2897	chr5	24100361	24101737	+	275.2	1376.000	13.000000	45.0	0.4	108.47	3.53e-74	0.97
chr5-2346	chr5	30869420	30870673	+	275.2	1253.000	15.000000	45.0	0.4	108.47	3.53e-74	1.06
chr5-3531	chr5	31047730	31049634	+	275.2	1904.000	11.000000	45.0	0.8	54.23	8.21e-61	0.93
chr5-2111	chr5	31201328	31202863	+	275.2	1535.000	16.000000	45.0	3.3	13.56	9.09e-35	0.98
chr5-4363	chr5	67306369	67307940	+	275.2	1571.000	9.000000	45.0	0.4	108.47	3.53e-74	0.94
chr5-5878	chr5	100415172	100417152	+	275.2	1980.000	6.000000	45.0	2.5	18.08	4.88e-40	0.92
chr5-5397	chr5	112324877	112327127	+	275.2	2250.000	7.000000	45.0	1.7	27.12	1.31e-47	0.85
chr5-4953	chr5	118027194	118029844	+	275.2	2650.000	8.000000	45.0	2.5	18.08	4.88e-40	0.99
chr5-5487	chr5	124578092	124580271	+	275.2	2179.000	7.000000	45.0	1.7	27.12	1.31e-47	0.90
chr5-6832	chr5	137683220	137685057	+	275.2	1837.000	5.000000	45.0	0.8	54.23	8.21e-61	0.93
chr5-6839	chr5	138186217	138188482	+	275.2	2265.000	5.000000	45.0	0.4	108.47	3.53e-74	0.99
chr5-3770	chr5	138194056	138195304	+	275.2	1248.000	11.000000	45.0	0.4	108.47	3.53e-74	0.97
chr5-4188	chr5	143314160	143315690	+	275.2	1530.000	10.000000	45.0	0.8	54.23	8.21e-61	0.94
chr5-6203	chr5	148927919	148929464	+	275.2	1545.000	6.000000	45.0	0.8	54.23	8.21e-61	0.98
chr6-2960	chr6	14900564	14902349	+	275.2	1785.000	9.000000	45.0	0.4	108.47	3.53e-74	0.98
chr6-3675	chr6	21850710	21852964	+	275.2	2254.000	7.000000	45.0	1.7	27.12	1.31e-47	0.93
chr6-2384	chr6	29395724	29397451	+	275.2	1727.000	11.000000	45.0	4.1	10.85	9.28e-31	0.92
chr6-2694	chr6	35132562	35134503	+	275.2	1941.000	10.000000	45.0	1.7	27.12	1.31e-47	0.90
chr6-4624	chr6	39573276	39574990	+	275.2	1714.000	5.000000	45.0	0.4	108.47	3.53e-74	0.98
chr6-2432	chr6	48593360	48595029	+	275.2	1669.000	11.000000	45.0	1.7	27.12	1.31e-47	0.94
chr6-3052	chr6	55037568	55039236	+	275.2	1668.000	9.000000	45.0	0.8	54.23	8.21e-61	0.91
chr6-1558	chr6	57824246	57825386	+	275.2	1140.000	15.000000	45.0	0.4	108.47	3.53e-74	0.94
chr6-401	chr6	88084401	88085435	+	275.2	1034.000	24.000000	45.0	0.8	54.23	8.21e-61	1.01
chr6-1054	chr6	92214023	92215007	+	275.2	984.000	18.000000	45.0	0.8	54.23	8.21e-61	1.01
chr6-4338	chr6	95116914	95118928	+	275.2	2014.000	6.000000	45.0	1.7	27.12	1.31e-47	1.03
chr6-2536	chr6	100833221	100834854	+	275.2	1633.000	11.000000	45.0	0.8	54.23	8.21e-61	0.94
chr6-49	chr6	113531128	113532304	+	275.2	1176.000	34.000000	45.0	0.4	108.47	3.53e-74	0.93
chr7-4833	chr7	19023356	19025430	+	275.2	2074.000	8.000000	45.0	0.4	108.47	3.53e-74	0.91
chr7-6877	chr7	25076668	25078310	+	275.2	1642.000	5.000000	45.0	0.8	54.23	8.21e-61	0.97
chr7-6219	chr7	30625098	30626420	+	275.2	1322.000	6.000000	45.0	1.7	27.12	1.31e-47	0.98
chr7-3504	chr7	35396037	35397875	+	275.2	1838.000	11.000000	45.0	1.7	27.12	1.31e-47	0.88
chr7-3982	chr7	44856935	44858617	+	275.2	1682.000	10.000000	45.0	1.7	27.12	1.31e-47	0.93
chr7-3171	chr7	80802505	80803985	+	275.2	1480.000	12.000000	45.0	1.7	27.12	1.31e-47	0.94
chr7-4610	chr7	100227067	100228676	+	275.2	1609.000	9.000000	45.0	0.8	54.23	8.21e-61	0.97
chr7-5806	chr7	110060401	110062567	+	275.2	2166.000	7.000000	45.0	0.4	108.47	3.53e-74	1.00
chr7-3302	chr7	128237144	128238668	+	275.2	1524.000	12.000000	45.0	1.7	27.12	1.31e-47	0.92
chr7-5333	chr7	142059971	142061697	+	275.2	1726.000	8.000000	45.0	0.8	54.23	8.21e-61	0.98
chr7-2637	chr7	144581528	144582937	+	275.2	1409.000	14.000000	45.0	0.8	54.23	8.21e-61	0.98
chr8-3554	chr8	3278326	3280257	+	275.2	1931.000	9.000000	45.0	0.8	54.23	8.21e-61	1.10
chr8-4335	chr8	15027143	15029377	+	275.2	2234.000	7.000000	45.0	2.5	18.08	4.88e-40	0.92
chr8-2614	chr8	22397676	22399315	+	275.2	1639.000	12.000000	45.0	1.7	27.12	1.31e-47	0.98
chr8-3285	chr8	46162907	46164449	+	275.2	1542.000	10.000000	45.0	0.8	54.23	8.21e-61	0.93
chr8-4136	chr8	83331502	83332948	+	275.2	1446.000	8.000000	45.0	0.8	54.23	8.21e-61	0.94
chr8-2305	chr8	111144841	111146391	+	275.2	1550.000	14.000000	45.0	0.8	54.23	8.21e-61	0.93
chr8-1685	chr8	126970374	126971603	+	275.2	1229.000	17.000000	45.0	2.5	18.08	4.88e-40	0.94
chr9-4407	chr9	20491834	20493879	+	275.2	2045.000	7.000000	45.0	0.8	54.23	8.21e-61	0.90
chr9-1314	chr9	20641714	20643508	+	275.2	1794.000	18.000000	45.0	2.5	18.08	4.88e-40	0.85
chr9-1319	chr9	21090877	21092200	+	275.2	1323.000	18.000000	45.0	1.7	27.12	1.31e-47	0.94
chr9-2169	chr9	21424748	21426226	+	275.2	1478.000	14.000000	45.0	0.4	108.47	3.53e-74	0.94
chr9-4073	chr9	44318918	44320575	+	275.2	1657.000	8.000000	45.0	1.7	27.12	1.31e-47	0.94
chr9-5029	chr9	56159692	56161348	+	275.2	1656.000	6.000000	45.0	1.7	27.12	1.31e-47	0.98
chr9-3392	chr9	56927302	56929017	+	275.2	1715.000	10.000000	45.0	1.7	27.12	1.31e-47	0.98
chr9-573	chr9	65021009	65022110	+	275.2	1101.000	24.000000	45.0	0.4	108.47	3.53e-74	0.94
chr9-3462	chr9	72984926	72986305	+	275.2	1379.000	10.000000	45.0	0.8	54.23	8.21e-61	0.98
chr9-505	chr9	77917252	77918334	+	275.2	1082.000	25.000000	45.0	2.5	18.08	4.88e-40	0.98
chr9-4647	chr9	81632066	81634192	+	275.2	2126.000	7.000000	45.0	3.3	13.56	9.09e-35	0.93
chr9-3490	chr9	90162389	90164212	+	275.2	1823.000	10.000000	45.0	0.8	54.23	8.21e-61	0.93
