# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/0114084d-4a72-4cef-87b7-263e647b74e0/treatment
#
# total peaks = 17438
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 172
# genome size = 2000000000
# Total tags = 1490767.0
# Total tags in peaks = 668168.0
# Approximate IP efficiency = 44.82%
# tags per bp = 0.000732
# expected tags per peak = 0.366
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 135445
#
# input tag directory = /home/0114084d-4a72-4cef-87b7-263e647b74e0/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 3
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/0114084d-4a72-4cef-87b7-263e647b74e0/treatment -o /home/0114084d-4a72-4cef-87b7-263e647b74e0/module_out/mouse_heart_H3K4me3_rep1.homer.txt -i /home/0114084d-4a72-4cef-87b7-263e647b74e0/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr4-354	chr4	123411367	123412582	+	322.0	1215.000	33.000000	48.0	0.7	65.08	1.73e-68	0.93
chr4-3075	chr4	123904646	123906117	+	322.0	1471.000	15.000000	48.0	3.0	16.27	1.60e-40	0.98
chr4-954	chr4	125029861	125030884	+	322.0	1023.000	26.000000	48.0	0.7	65.08	1.73e-68	0.94
chr4-4431	chr4	129623106	129625383	+	322.0	2277.000	11.000000	48.0	0.4	130.17	8.91e-83	0.88
chr4-1722	chr4	132842138	132843809	+	322.0	1671.000	21.000000	48.0	0.7	65.08	1.73e-68	0.92
chr4-1928	chr4	135946314	135947519	+	322.0	1205.000	20.000000	48.0	0.7	65.08	1.73e-68	0.94
chr4-4496	chr4	141077321	141078537	+	322.0	1216.000	11.000000	48.0	2.2	21.69	3.31e-46	0.97
chr4-2885	chr4	148038086	148039926	+	322.0	1840.000	16.000000	48.0	0.7	65.08	1.73e-68	0.88
chr5-4572	chr5	33273617	33275660	+	322.0	2043.000	10.000000	48.0	0.7	65.08	1.73e-68	0.92
chr5-5119	chr5	88764408	88766053	+	322.0	1645.000	9.000000	48.0	0.7	65.08	1.73e-68	0.98
chr5-3100	chr5	104459317	104460786	+	322.0	1469.000	15.000000	48.0	0.7	65.08	1.73e-68	0.94
chr5-6571	chr5	107723878	107727175	+	322.0	3297.000	6.000000	48.0	0.4	130.17	8.91e-83	0.75
chr5-7279	chr5	113735075	113736675	+	322.0	1600.000	5.000000	48.0	0.7	65.08	1.73e-68	0.94
chr5-4784	chr5	117119444	117121152	+	322.0	1708.000	10.000000	48.0	1.5	32.54	2.41e-54	0.93
chr5-6717	chr5	124482403	124484143	+	322.0	1740.000	6.000000	48.0	1.5	32.54	2.41e-54	0.92
chr5-4859	chr5	127616036	127617779	+	322.0	1743.000	10.000000	48.0	2.2	21.69	3.31e-46	1.03
chr5-4862	chr5	128599502	128601621	+	322.0	2119.000	10.000000	48.0	1.5	32.54	2.41e-54	0.89
chr5-8447	chr5	135743154	135745060	+	322.0	1906.000	4.000000	48.0	1.5	32.54	2.41e-54	0.94
chr5-6234	chr5	137312887	137314572	+	322.0	1685.000	7.000000	48.0	1.5	32.54	2.41e-54	0.98
chr5-2396	chr5	137628955	137630176	+	322.0	1221.000	18.000000	48.0	1.5	32.54	2.41e-54	1.02
chr6-2545	chr6	17305881	17308263	+	322.0	2382.000	13.000000	48.0	0.4	130.17	8.91e-83	0.92
chr6-1827	chr6	17636898	17638498	+	322.0	1600.000	16.000000	48.0	1.5	32.54	2.41e-54	0.93
chr6-2283	chr6	24526608	24528274	+	322.0	1666.000	14.000000	48.0	2.2	21.69	3.31e-46	0.93
chr6-3692	chr6	35132412	35134658	+	322.0	2246.000	9.000000	48.0	1.5	32.54	2.41e-54	0.92
chr6-3132	chr6	53067530	53069120	+	322.0	1590.000	11.000000	48.0	1.5	32.54	2.41e-54	0.94
chr6-3451	chr6	70843726	70845555	+	322.0	1829.000	10.000000	48.0	1.5	32.54	2.41e-54	0.93
chr6-2161	chr6	87837879	87839537	+	322.0	1658.000	15.000000	48.0	0.4	130.17	8.91e-83	0.93
chr6-1753	chr6	113045622	113047535	+	322.0	1913.000	17.000000	48.0	0.7	65.08	1.73e-68	0.94
chr6-4988	chr6	114919600	114921880	+	322.0	2280.000	6.000000	48.0	0.7	65.08	1.73e-68	0.88
chr6-4217	chr6	120492441	120494360	+	322.0	1919.000	8.000000	48.0	1.5	32.54	2.41e-54	0.93
chr7-3549	chr7	5014046	5016267	+	322.0	2221.000	13.000000	48.0	1.5	32.54	2.41e-54	0.89
chr7-3224	chr7	7297876	7299783	+	322.0	1907.000	14.000000	48.0	1.5	32.54	2.41e-54	0.92
chr7-6367	chr7	19769287	19771323	+	322.0	2036.000	7.000000	48.0	0.7	65.08	1.73e-68	0.99
chr7-7041	chr7	27257386	27259583	+	322.0	2197.000	6.000000	48.0	0.7	65.08	1.73e-68	0.88
chr7-887	chr7	28337880	28338998	+	322.0	1118.000	25.000000	48.0	1.5	32.54	2.41e-54	0.97
chr7-3006	chr7	46957682	46958938	+	322.0	1256.000	15.000000	48.0	3.0	16.27	1.60e-40	0.94
chr7-5005	chr7	80860365	80861647	+	322.0	1282.000	10.000000	48.0	1.5	32.54	2.41e-54	0.97
chr7-461	chr7	97400006	97401024	+	322.0	1018.000	30.000000	48.0	0.4	130.17	8.91e-83	0.97
chr7-3444	chr7	109703159	109704566	+	322.0	1407.000	14.000000	48.0	0.7	65.08	1.73e-68	0.98
chr7-2851	chr7	133775963	133777199	+	322.0	1236.000	16.000000	48.0	1.5	32.54	2.41e-54	0.97
chr7-2596	chr7	141467136	141468823	+	322.0	1687.000	17.000000	48.0	0.4	130.17	8.91e-83	0.93
chr7-2600	chr7	141538941	141540448	+	322.0	1507.000	17.000000	48.0	1.5	32.54	2.41e-54	0.93
chr8-3035	chr8	31167809	31169727	+	322.0	1918.000	13.000000	48.0	2.2	21.69	3.31e-46	0.99
chr8-4992	chr8	54528696	54530394	+	322.0	1698.000	7.000000	48.0	0.7	65.08	1.73e-68	0.97
chr8-4705	chr8	84256236	84257797	+	322.0	1561.000	8.000000	48.0	0.4	130.17	8.91e-83	0.94
chr8-6167	chr8	94916574	94918486	+	322.0	1912.000	5.000000	48.0	0.4	130.17	8.91e-83	0.92
chr8-3472	chr8	95141771	95143276	+	322.0	1505.000	12.000000	48.0	0.7	65.08	1.73e-68	0.94
chr8-5204	chr8	106870137	106872452	+	322.0	2315.000	7.000000	48.0	0.7	65.08	1.73e-68	0.92
chr8-3251	chr8	122610784	122612557	+	322.0	1773.000	13.000000	48.0	2.2	21.69	3.31e-46	0.93
chr8-2970	chr8	125012617	125013912	+	322.0	1295.000	14.000000	48.0	3.0	16.27	1.60e-40	1.03
chr9-4687	chr9	20458792	20460395	+	322.0	1603.000	8.000000	48.0	0.7	65.08	1.73e-68	0.94
chr9-4061	chr9	50697588	50699514	+	322.0	1926.000	10.000000	48.0	2.2	21.69	3.31e-46	0.89
chr9-376	chr9	63398562	63399922	+	322.0	1360.000	31.000000	48.0	0.7	65.08	1.73e-68	0.91
chr9-4889	chr9	75558356	75559744	+	322.0	1388.000	8.000000	48.0	0.7	65.08	1.73e-68	0.93
chr9-886	chr9	82829529	82830791	+	322.0	1262.000	25.000000	48.0	0.4	130.17	8.91e-83	0.94
chr9-2960	chr9	95559132	95560619	+	322.0	1487.000	14.000000	48.0	0.7	65.08	1.73e-68	0.94
chr9-4938	chr9	99629263	99630958	+	322.0	1695.000	8.000000	48.0	0.7	65.08	1.73e-68	0.93
chr9-7349	chr9	107983364	107986294	+	322.0	2930.000	4.000000	48.0	1.5	32.54	2.41e-54	0.87
chr9-5861	chr9	108093404	108095522	+	322.0	2118.000	6.000000	48.0	1.5	32.54	2.41e-54	0.98
chr9-4986	chr9	108596220	108597951	+	322.0	1731.000	8.000000	48.0	1.5	32.54	2.41e-54	0.92
chr9-4648	chr9	120021608	120023990	+	322.0	2382.000	9.000000	48.0	0.7	65.08	1.73e-68	0.83
chr9-2321	chr9	123259614	123260954	+	322.0	1340.000	17.000000	48.0	0.4	130.17	8.91e-83	1.03
chr10-3850	chr10	8517717	8519413	+	322.0	1696.000	9.000000	48.0	2.2	21.69	3.31e-46	0.94
chr10-2527	chr10	71158780	71160440	+	322.0	1660.000	14.000000	48.0	0.4	130.17	8.91e-83	0.99
chr10-4702	chr10	77032249	77034141	+	322.0	1892.000	7.000000	48.0	2.2	21.69	3.31e-46	0.93
chr11-7063	chr11	7212764	7214420	+	322.0	1656.000	8.000000	48.0	0.7	65.08	1.73e-68	0.98
chr11-6036	chr11	23894216	23895457	+	322.0	1241.000	10.000000	48.0	2.2	21.69	3.31e-46	0.98
chr11-2100	chr11	46055963	46057822	+	322.0	1859.000	21.000000	48.0	2.2	21.69	3.31e-46	0.92
chr11-7795	chr11	58322181	58323889	+	322.0	1708.000	7.000000	48.0	2.2	21.69	3.31e-46	0.98
chr11-4770	chr11	69632758	69634168	+	322.0	1410.000	13.000000	48.0	0.7	65.08	1.73e-68	0.94
chr11-8671	chr11	80809745	80811211	+	322.0	1466.000	6.000000	48.0	1.5	32.54	2.41e-54	0.97
chr11-5746	chr11	83302319	83303660	+	322.0	1341.000	11.000000	48.0	2.2	21.69	3.31e-46	0.97
chr11-6903	chr11	102924125	102925692	+	322.0	1567.000	9.000000	48.0	0.4	130.17	8.91e-83	0.94
chr11-6937	chr11	111064907	111067043	+	322.0	2136.000	9.000000	48.0	1.5	32.54	2.41e-54	0.92
chr11-8984	chr11	115474771	115476669	+	322.0	1898.000	6.000000	48.0	0.4	130.17	8.91e-83	0.98
chr11-2578	chr11	117809568	117811142	+	322.0	1574.000	20.000000	48.0	0.4	130.17	8.91e-83	0.93
chr11-6464	chr11	121451540	121452934	+	322.0	1394.000	10.000000	48.0	0.7	65.08	1.73e-68	0.94
chr12-3737	chr12	4037362	4039275	+	322.0	1913.000	6.000000	48.0	0.4	130.17	8.91e-83	0.92
chr12-1559	chr12	12262001	12263781	+	322.0	1780.000	16.000000	48.0	0.7	65.08	1.73e-68	0.93
chr12-2709	chr12	31350254	31351675	+	322.0	1421.000	10.000000	48.0	0.7	65.08	1.73e-68	0.94
chr12-3477	chr12	32060120	32061626	+	322.0	1506.000	7.000000	48.0	3.0	16.27	1.60e-40	0.97
chr12-3796	chr12	32819485	32821637	+	322.0	2152.000	6.000000	48.0	0.7	65.08	1.73e-68	0.99
chr12-3957	chr12	86241564	86242928	+	322.0	1364.000	6.000000	48.0	2.2	21.69	3.31e-46	0.97
chr12-1106	chr12	100110010	100111337	+	322.0	1327.000	20.000000	48.0	3.0	16.27	1.60e-40	0.98
chr12-2203	chr12	102282604	102284031	+	322.0	1427.000	13.000000	48.0	1.5	32.54	2.41e-54	0.94
chr13-3146	chr13	12394624	12396283	+	322.0	1659.000	9.000000	48.0	0.7	65.08	1.73e-68	0.94
chr13-4596	chr13	21275085	21277480	+	322.0	2395.000	5.000000	48.0	0.7	65.08	1.73e-68	0.99
chr13-3474	chr13	21779489	21781153	+	322.0	1664.000	8.000000	48.0	0.4	130.17	8.91e-83	0.94
chr13-1413	chr13	74316704	74318087	+	322.0	1383.000	18.000000	48.0	0.7	65.08	1.73e-68	1.03
chr13-4502	chr13	100729496	100731349	+	322.0	1853.000	6.000000	48.0	0.7	65.08	1.73e-68	0.94
chr13-4508	chr13	100832263	100833700	+	322.0	1437.000	6.000000	48.0	1.5	32.54	2.41e-54	0.94
chr14-437	chr14	7818004	7819578	+	322.0	1574.000	26.000000	48.0	0.7	65.08	1.73e-68	0.93
chr14-1559	chr14	12821706	12823595	+	322.0	1889.000	15.000000	48.0	0.7	65.08	1.73e-68	0.93
chr14-3874	chr14	20387693	20389553	+	322.0	1860.000	5.000000	48.0	0.7	65.08	1.73e-68	1.01
chr14-19	chr14	26579580	26580466	+	322.0	886.000	43.000000	48.0	1.5	32.54	2.41e-54	0.94
chr14-1917	chr14	31640324	31641821	+	322.0	1497.000	13.000000	48.0	0.4	130.17	8.91e-83	0.94
chr14-2563	chr14	50061281	50062873	+	322.0	1592.000	10.000000	48.0	3.0	16.27	1.60e-40	0.92
chr14-3654	chr14	54652171	54654267	+	322.0	2096.000	6.000000	48.0	2.2	21.69	3.31e-46	0.94
chr14-3504	chr14	118088664	118090710	+	322.0	2046.000	7.000000	48.0	2.2	21.69	3.31e-46	0.93
chr15-3983	chr15	7128525	7130526	+	322.0	2001.000	6.000000	48.0	0.7	65.08	1.73e-68	0.91
chr15-3732	chr15	68927707	68929893	+	322.0	2186.000	7.000000	48.0	0.7	65.08	1.73e-68	0.92
chr15-1306	chr15	79140806	79142012	+	322.0	1206.000	18.000000	48.0	1.5	32.54	2.41e-54	1.01
chr15-589	chr15	81663856	81665083	+	322.0	1227.000	25.000000	48.0	0.4	130.17	8.91e-83	0.94
chr15-2461	chr15	89195695	89197153	+	322.0	1458.000	12.000000	48.0	0.7	65.08	1.73e-68	0.98
chr16-1832	chr16	87439932	87441309	+	322.0	1377.000	13.000000	48.0	1.5	32.54	2.41e-54	0.97
chr17-1240	chr17	32965197	32966977	+	322.0	1780.000	21.000000	48.0	1.5	32.54	2.41e-54	0.93
chr17-3920	chr17	35666672	35668080	+	322.0	1408.000	9.000000	48.0	0.4	130.17	8.91e-83	1.00
chr17-2756	chr17	36957740	36959280	+	322.0	1540.000	13.000000	48.0	1.5	32.54	2.41e-54	0.99
chr17-5073	chr17	46703838	46705824	+	322.0	1986.000	6.000000	48.0	0.7	65.08	1.73e-68	0.94
chr17-2571	chr17	56183117	56184771	+	322.0	1654.000	14.000000	48.0	1.5	32.54	2.41e-54	0.92
chr17-3390	chr17	74717251	74718550	+	322.0	1299.000	11.000000	48.0	0.7	65.08	1.73e-68	1.00
chr17-5704	chr17	78834516	78836247	+	322.0	1731.000	5.000000	48.0	1.5	32.54	2.41e-54	0.99
chr18-1603	chr18	10028915	10030480	+	322.0	1565.000	13.000000	48.0	0.7	65.08	1.73e-68	1.07
chr18-1730	chr18	31788589	31790390	+	322.0	1801.000	12.000000	48.0	0.7	65.08	1.73e-68	0.93
chr18-1912	chr18	35598460	35600167	+	322.0	1707.000	11.000000	48.0	1.5	32.54	2.41e-54	1.03
chr18-2149	chr18	53417164	53418669	+	322.0	1505.000	10.000000	48.0	0.4	130.17	8.91e-83	0.94
chr19-3972	chr19	24172903	24175037	+	322.0	2134.000	5.000000	48.0	0.7	65.08	1.73e-68	0.93
chr19-2822	chr19	29812113	29813656	+	322.0	1543.000	9.000000	48.0	0.7	65.08	1.73e-68	1.02
chr19-3401	chr19	44930476	44932616	+	322.0	2140.000	7.000000	48.0	0.4	130.17	8.91e-83	0.94
chr19-2410	chr19	45301094	45302819	+	322.0	1725.000	11.000000	48.0	2.2	21.69	3.31e-46	0.93
chr19-885	chr19	53037788	53038881	+	322.0	1093.000	21.000000	48.0	0.7	65.08	1.73e-68	1.07
chr1-5200	chr1	17096401	17098220	+	315.3	1819.000	7.000000	47.0	1.5	31.86	7.84e-53	0.99
chr1-3715	chr1	33756819	33758235	+	315.3	1416.000	11.000000	47.0	0.4	127.45	1.16e-80	0.94
chr1-4435	chr1	52118971	52120489	+	315.3	1518.000	9.000000	47.0	0.7	63.73	1.13e-66	0.94
chr1-4127	chr1	74283947	74286037	+	315.3	2090.000	10.000000	47.0	3.0	15.93	2.61e-39	0.75
chr1-5432	chr1	134077578	134079576	+	315.3	1998.000	7.000000	47.0	1.5	31.86	7.84e-53	0.93
chr1-5037	chr1	139454350	139455860	+	315.3	1510.000	8.000000	47.0	0.4	127.45	1.16e-80	0.94
chr1-5053	chr1	155740690	155743331	+	315.3	2641.000	8.000000	47.0	1.5	31.86	7.84e-53	0.99
chr1-5094	chr1	171036491	171038854	+	315.3	2363.000	8.000000	47.0	2.2	21.24	7.20e-45	0.90
chr1-5096	chr1	171279803	171282024	+	315.3	2221.000	8.000000	47.0	1.5	31.86	7.84e-53	0.93
chr1-5554	chr1	182763588	182765438	+	315.3	1850.000	7.000000	47.0	0.7	63.73	1.13e-66	0.98
chr1-3343	chr1	185203365	185205066	+	315.3	1701.000	13.000000	47.0	1.5	31.86	7.84e-53	0.93
chr2-5964	chr2	5713841	5715704	+	315.3	1863.000	9.000000	47.0	0.4	127.45	1.16e-80	0.94
chr2-5968	chr2	6871410	6873176	+	315.3	1766.000	9.000000	47.0	2.2	21.24	7.20e-45	0.92
chr2-919	chr2	26315500	26316853	+	315.3	1353.000	27.000000	47.0	2.2	21.24	7.20e-45	0.99
chr2-7123	chr2	29964910	29966803	+	315.3	1893.000	7.000000	47.0	0.7	63.73	1.13e-66	0.93
chr2-6045	chr2	30392082	30393822	+	315.3	1740.000	9.000000	47.0	1.5	31.86	7.84e-53	1.04
chr2-6055	chr2	30827276	30828573	+	315.3	1297.000	9.000000	47.0	0.7	63.73	1.13e-66	0.94
chr2-3598	chr2	32362630	32364306	+	315.3	1676.000	15.000000	47.0	0.7	63.73	1.13e-66	0.98
chr2-2430	chr2	32606896	32609712	+	315.3	2816.000	19.000000	47.0	3.7	12.75	4.54e-35	0.80
chr2-6633	chr2	36135659	36137471	+	315.3	1812.000	8.000000	47.0	0.4	127.45	1.16e-80	0.94
chr2-268	chr2	37452245	37453296	+	315.3	1051.000	35.000000	47.0	0.7	63.73	1.13e-66	0.98
chr2-3628	chr2	38643041	38644501	+	315.3	1460.000	15.000000	47.0	1.5	31.86	7.84e-53	1.02
chr2-1991	chr2	77279919	77281152	+	315.3	1233.000	21.000000	47.0	0.7	63.73	1.13e-66	0.94
chr2-2492	chr2	104590418	104592167	+	315.3	1749.000	19.000000	47.0	0.4	127.45	1.16e-80	0.92
chr2-5289	chr2	118548854	118550295	+	315.3	1441.000	11.000000	47.0	0.7	63.73	1.13e-66	0.97
chr2-6813	chr2	120566930	120568842	+	315.3	1912.000	8.000000	47.0	0.7	63.73	1.13e-66	0.93
chr2-4916	chr2	127362749	127364986	+	315.3	2237.000	12.000000	47.0	2.2	21.24	7.20e-45	0.91
chr2-8162	chr2	127586898	127588473	+	315.3	1575.000	6.000000	47.0	0.7	63.73	1.13e-66	0.98
chr2-6860	chr2	131186373	131188443	+	315.3	2070.000	8.000000	47.0	0.7	63.73	1.13e-66	0.98
chr2-9146	chr2	151038134	151040091	+	315.3	1957.000	5.000000	47.0	0.7	63.73	1.13e-66	0.93
chr2-4990	chr2	155381154	155382930	+	315.3	1776.000	12.000000	47.0	0.4	127.45	1.16e-80	0.98
chr2-6928	chr2	156990711	156992141	+	315.3	1430.000	8.000000	47.0	0.4	127.45	1.16e-80	0.92
chr2-4581	chr2	157423798	157426055	+	315.3	2257.000	13.000000	47.0	0.7	63.73	1.13e-66	0.89
chr2-5440	chr2	166805311	166806561	+	315.3	1250.000	11.000000	47.0	0.4	127.45	1.16e-80	0.99
chr3-1659	chr3	37639777	37641474	+	315.3	1697.000	18.000000	47.0	0.7	63.73	1.13e-66	0.92
chr3-4928	chr3	62506050	62507231	+	315.3	1181.000	6.000000	47.0	2.2	21.24	7.20e-45	0.94
chr3-1365	chr3	88579477	88580669	+	315.3	1192.000	20.000000	47.0	0.7	63.73	1.13e-66	0.97
chr3-1751	chr3	104780716	104782110	+	315.3	1394.000	18.000000	47.0	1.5	31.86	7.84e-53	0.94
chr3-367	chr3	105686851	105688341	+	315.3	1490.000	30.000000	47.0	0.4	127.45	1.16e-80	0.85
chr3-5679	chr3	108443773	108445664	+	315.3	1891.000	5.000000	47.0	0.7	63.73	1.13e-66	0.98
chr3-3123	chr3	131489675	131491120	+	315.3	1445.000	12.000000	47.0	0.4	127.45	1.16e-80	0.94
chr4-1294	chr4	21879282	21880532	+	315.3	1250.000	23.000000	47.0	1.5	31.86	7.84e-53	0.94
chr4-4971	chr4	40238611	40240311	+	315.3	1700.000	9.000000	47.0	0.7	63.73	1.13e-66	0.90
chr4-4614	chr4	43655578	43656852	+	315.3	1274.000	10.000000	47.0	2.2	21.24	7.20e-45	0.94
chr4-6074	chr4	116596529	116598472	+	315.3	1943.000	7.000000	47.0	1.5	31.86	7.84e-53	0.93
chr4-4056	chr4	123686285	123687670	+	315.3	1385.000	12.000000	47.0	3.0	15.93	2.61e-39	0.94
chr4-6186	chr4	132344162	132346124	+	315.3	1962.000	7.000000	47.0	0.7	63.73	1.13e-66	0.94
chr4-2638	chr4	141663363	141664701	+	315.3	1338.000	17.000000	47.0	1.5	31.86	7.84e-53	0.98
chr4-4164	chr4	147903920	147905742	+	315.3	1822.000	12.000000	47.0	3.0	15.93	2.61e-39	0.93
chr5-4507	chr5	8367125	8368610	+	315.3	1485.000	10.000000	47.0	1.5	31.86	7.84e-53	0.94
chr5-3029	chr5	45519998	45521254	+	315.3	1256.000	15.000000	47.0	0.4	127.45	1.16e-80	0.97
chr5-4245	chr5	65334765	65336353	+	315.3	1588.000	11.000000	47.0	2.2	21.24	7.20e-45	1.01
chr5-4318	chr5	107986198	107987957	+	315.3	1759.000	11.000000	47.0	0.7	63.73	1.13e-66	0.93
chr5-3133	chr5	115237701	115239172	+	315.3	1471.000	15.000000	47.0	0.7	63.73	1.13e-66	1.07
chr5-3706	chr5	115506516	115507739	+	315.3	1223.000	13.000000	47.0	0.4	127.45	1.16e-80	0.97
chr5-564	chr5	121385032	121386565	+	315.3	1533.000	30.000000	47.0	0.7	63.73	1.13e-66	0.89
chr5-5644	chr5	122778475	122779860	+	315.3	1385.000	8.000000	47.0	1.5	31.86	7.84e-53	0.94
chr5-4064	chr5	134183498	134184872	+	315.3	1374.000	12.000000	47.0	0.4	127.45	1.16e-80	0.97
chr5-6232	chr5	137293000	137295274	+	315.3	2274.000	7.000000	47.0	2.2	21.24	7.20e-45	0.92
chr5-4923	chr5	141240608	141242530	+	315.3	1922.000	10.000000	47.0	0.4	127.45	1.16e-80	0.83
chr6-1687	chr6	61179959	61181487	+	315.3	1528.000	17.000000	47.0	1.5	31.86	7.84e-53	1.03
chr6-4887	chr6	83794389	83796057	+	315.3	1668.000	6.000000	47.0	3.0	15.93	2.61e-39	0.93
chr6-2179	chr6	99666104	99667266	+	315.3	1162.000	15.000000	47.0	1.5	31.86	7.84e-53	0.97
chr6-4201	chr6	115601555	115602869	+	315.3	1314.000	8.000000	47.0	2.2	21.24	7.20e-45	0.97
chr6-2002	chr6	124662308	124663930	+	315.3	1622.000	16.000000	47.0	3.0	15.93	2.61e-39	0.92
chr6-4655	chr6	142963445	142965265	+	315.3	1820.000	7.000000	47.0	1.5	31.86	7.84e-53	0.93
chr7-159	chr7	12977563	12978912	+	315.3	1349.000	36.000000	47.0	1.5	31.86	7.84e-53	0.89
chr7-3574	chr7	16386868	16388188	+	315.3	1320.000	13.000000	47.0	0.7	63.73	1.13e-66	0.94
chr7-3974	chr7	24529757	24531872	+	315.3	2115.000	12.000000	47.0	1.5	31.86	7.84e-53	0.88
chr7-4853	chr7	28740928	28742768	+	315.3	1840.000	10.000000	47.0	0.7	63.73	1.13e-66	0.99
chr7-2976	chr7	35802096	35803134	+	315.3	1038.000	15.000000	47.0	0.4	127.45	1.16e-80	0.94
chr7-5378	chr7	38270377	38272028	+	315.3	1651.000	9.000000	47.0	0.4	127.45	1.16e-80	0.98
chr7-7192	chr7	45394078	45396518	+	315.3	2440.000	6.000000	47.0	1.5	31.86	7.84e-53	0.92
chr7-1081	chr7	99535229	99536752	+	315.3	1523.000	24.000000	47.0	3.0	15.93	2.61e-39	0.93
chr7-4614	chr7	105786882	105788479	+	315.3	1597.000	11.000000	47.0	3.7	12.75	4.54e-35	0.93
chr7-4205	chr7	112953743	112955546	+	315.3	1803.000	12.000000	47.0	0.4	127.45	1.16e-80	0.92
chr7-6749	chr7	119719706	119721307	+	315.3	1601.000	7.000000	47.0	1.5	31.86	7.84e-53	0.94
chr7-5113	chr7	126395887	126396912	+	315.3	1025.000	10.000000	47.0	0.4	127.45	1.16e-80	1.04
chr7-3845	chr7	127572783	127574515	+	315.3	1732.000	13.000000	47.0	0.7	63.73	1.13e-66	1.02
chr7-6799	chr7	127840972	127842868	+	315.3	1896.000	7.000000	47.0	2.2	21.24	7.20e-45	0.98
chr8-3862	chr8	14910798	14912422	+	315.3	1624.000	10.000000	47.0	2.2	21.24	7.20e-45	0.98
chr8-5864	chr8	22059385	22061548	+	315.3	2163.000	5.000000	47.0	0.7	63.73	1.13e-66	0.93
chr8-4229	chr8	45658620	45661997	+	315.3	3377.000	9.000000	47.0	3.0	15.93	2.61e-39	0.80
chr8-3663	chr8	70527099	70528727	+	315.3	1628.000	11.000000	47.0	0.7	63.73	1.13e-66	0.94
chr8-4340	chr8	84103725	84105067	+	315.3	1342.000	9.000000	47.0	0.7	63.73	1.13e-66	0.93
chr8-5660	chr8	95887161	95888700	+	315.3	1539.000	6.000000	47.0	0.4	127.45	1.16e-80	0.94
chr8-4075	chr8	105964880	105966620	+	315.3	1740.000	10.000000	47.0	0.7	63.73	1.13e-66	0.94
chr8-4800	chr8	107587163	107588750	+	315.3	1587.000	8.000000	47.0	3.0	15.93	2.61e-39	0.94
chr8-5232	chr8	111853263	111854784	+	315.3	1521.000	7.000000	47.0	0.7	63.73	1.13e-66	0.97
chr8-6337	chr8	124791963	124794442	+	315.3	2479.000	5.000000	47.0	2.2	21.24	7.20e-45	0.93
chr9-3614	chr9	4375879	4377395	+	315.3	1516.000	11.000000	47.0	0.4	127.45	1.16e-80	0.94
chr9-940	chr9	14784027	14785565	+	315.3	1538.000	24.000000	47.0	0.7	63.73	1.13e-66	0.91
chr9-3955	chr9	15709060	15710664	+	315.3	1604.000	10.000000	47.0	0.4	127.45	1.16e-80	1.02
chr9-949	chr9	21759654	21760565	+	315.3	911.000	24.000000	47.0	0.4	127.45	1.16e-80	0.96
chr9-4330	chr9	22115913	22117768	+	315.3	1855.000	9.000000	47.0	2.2	21.24	7.20e-45	0.98
chr9-1239	chr9	22306940	22308216	+	315.3	1276.000	22.000000	47.0	2.2	21.24	7.20e-45	0.94
chr9-4355	chr9	31912695	31915349	+	315.3	2654.000	9.000000	47.0	0.7	63.73	1.13e-66	1.00
chr9-4130	chr9	72984826	72986369	+	315.3	1543.000	10.000000	47.0	0.7	63.73	1.13e-66	0.93
chr9-1651	chr9	73039199	73040596	+	315.3	1397.000	20.000000	47.0	0.7	63.73	1.13e-66	0.99
chr9-98	chr9	75037745	75038793	+	315.3	1048.000	39.000000	47.0	0.7	63.73	1.13e-66	0.98
chr9-4163	chr9	86695103	86696476	+	315.3	1373.000	10.000000	47.0	1.5	31.86	7.84e-53	0.97
chr9-1028	chr9	92542027	92543220	+	315.3	1193.000	24.000000	47.0	1.5	31.86	7.84e-53	0.98
chr10-2961	chr10	18318261	18319727	+	315.3	1466.000	12.000000	47.0	2.2	21.24	7.20e-45	0.94
chr10-3599	chr10	38965345	38967771	+	315.3	2426.000	10.000000	47.0	4.4	10.62	1.16e-31	0.89
chr10-3912	chr10	39369577	39371037	+	315.3	1460.000	9.000000	47.0	2.2	21.24	7.20e-45	0.94
chr10-5487	chr10	40140475	40142305	+	315.3	1830.000	5.000000	47.0	0.7	63.73	1.13e-66	0.89
chr10-4013	chr10	78411826	78413416	+	315.3	1590.000	9.000000	47.0	1.5	31.86	7.84e-53	0.97
chr10-121	chr10	78425577	78426651	+	315.3	1074.000	37.000000	47.0	0.4	127.45	1.16e-80	0.98
